coluna1,coluna2
80557,180557
80558,180558
80559,180559
80560,180560
80561,180561
80562,180562
80563,180563
80564,180564
80565,180565
80566,180566
80567,180567
80568,180568
80569,180569
80570,180570
80571,180571
80572,180572
80573,180573
80574,180574
80575,180575
80576,180576
80577,180577
80578,180578
80579,180579
80580,180580
80581,180581
80582,180582
80583,180583
80584,180584
80585,180585
80586,180586
80587,180587
80588,180588
80589,180589
80590,180590
80591,180591
80592,180592
80593,180593
80594,180594
80595,180595
80596,180596
80597,180597
80598,180598
80599,180599
80600,180600
80601,180601
80602,180602
80603,180603
80604,180604
80605,180605
80606,180606
80607,180607
80608,180608
80609,180609
80610,180610
80611,180611
80612,180612
80613,180613
80614,180614
80615,180615
80616,180616
80617,180617
80618,180618
80619,180619
80620,180620
80621,180621
80622,180622
80623,180623
80624,180624
80625,180625
80626,180626
80627,180627
80628,180628
80629,180629
80630,180630
80631,180631
80632,180632
80633,180633
80634,180634
80635,180635
80636,180636
80637,180637
80638,180638
80639,180639
80640,180640
80641,180641
80642,180642
80643,180643
80644,180644
80645,180645
80646,180646
80647,180647
80648,180648
80649,180649
80650,180650
80651,180651
80652,180652
80653,180653
80654,180654
80655,180655
80656,180656
80657,180657
80658,180658
80659,180659
80660,180660
80661,180661
80662,180662
80663,180663
80664,180664
80665,180665
80666,180666
80667,180667
80668,180668
80669,180669
80670,180670
80671,180671
80672,180672
80673,180673
80674,180674
80675,180675
80676,180676
80677,180677
80678,180678
80679,180679
80680,180680
80681,180681
80682,180682
80683,180683
80684,180684
80685,180685
80686,180686
80687,180687
80688,180688
80689,180689
80690,180690
80691,180691
80692,180692
80693,180693
80694,180694
80695,180695
80696,180696
80697,180697
80698,180698
80699,180699
80700,180700
80701,180701
80702,180702
80703,180703
80704,180704
80705,180705
80706,180706
80707,180707
80708,180708
80709,180709
80710,180710
80711,180711
80712,180712
80713,180713
80714,180714
80715,180715
80716,180716
80717,180717
80718,180718
80719,180719
80720,180720
80721,180721
80722,180722
80723,180723
80724,180724
80725,180725
80726,180726
80727,180727
80728,180728
80729,180729
80730,180730
80731,180731
80732,180732
80733,180733
80734,180734
80735,180735
80736,180736
80737,180737
80738,180738
80739,180739
80740,180740
80741,180741
80742,180742
80743,180743
80744,180744
80745,180745
80746,180746
80747,180747
80748,180748
80749,180749
80750,180750
80751,180751
80752,180752
80753,180753
80754,180754
80755,180755
80756,180756
80757,180757
80758,180758
80759,180759
80760,180760
80761,180761
80762,180762
80763,180763
80764,180764
80765,180765
80766,180766
80767,180767
80768,180768
80769,180769
80770,180770
80771,180771
80772,180772
80773,180773
80774,180774
80775,180775
80776,180776
80777,180777
80778,180778
80779,180779
80780,180780
80781,180781
80782,180782
80783,180783
80784,180784
80785,180785
80786,180786
80787,180787
80788,180788
80789,180789
80790,180790
80791,180791
80792,180792
80793,180793
80794,180794
80795,180795
80796,180796
80797,180797
80798,180798
80799,180799
80800,180800
80801,180801
80802,180802
80803,180803
80804,180804
80805,180805
80806,180806
80807,180807
80808,180808
80809,180809
80810,180810
80811,180811
80812,180812
80813,180813
80814,180814
80815,180815
80816,180816
80817,180817
80818,180818
80819,180819
80820,180820
80821,180821
80822,180822
80823,180823
80824,180824
80825,180825
80826,180826
80827,180827
80828,180828
80829,180829
80830,180830
80831,180831
80832,180832
80833,180833
80834,180834
80835,180835
80836,180836
80837,180837
80838,180838
80839,180839
80840,180840
80841,180841
80842,180842
80843,180843
80844,180844
80845,180845
80846,180846
80847,180847
80848,180848
80849,180849
80850,180850
80851,180851
80852,180852
80853,180853
80854,180854
80855,180855
80856,180856
80857,180857
80858,180858
80859,180859
80860,180860
80861,180861
80862,180862
80863,180863
80864,180864
80865,180865
80866,180866
80867,180867
80868,180868
80869,180869
80870,180870
80871,180871
80872,180872
80873,180873
80874,180874
80875,180875
80876,180876
80877,180877
80878,180878
80879,180879
80880,180880
80881,180881
80882,180882
80883,180883
80884,180884
80885,180885
80886,180886
80887,180887
80888,180888
80889,180889
80890,180890
80891,180891
80892,180892
80893,180893
80894,180894
80895,180895
80896,180896
80897,180897
80898,180898
80899,180899
80900,180900
80901,180901
80902,180902
80903,180903
80904,180904
80905,180905
80906,180906
80907,180907
80908,180908
80909,180909
80910,180910
80911,180911
80912,180912
80913,180913
80914,180914
80915,180915
80916,180916
80917,180917
80918,180918
80919,180919
80920,180920
80921,180921
80922,180922
80923,180923
80924,180924
80925,180925
80926,180926
80927,180927
80928,180928
80929,180929
80930,180930
80931,180931
80932,180932
80933,180933
80934,180934
80935,180935
80936,180936
80937,180937
80938,180938
80939,180939
80940,180940
80941,180941
80942,180942
80943,180943
80944,180944
80945,180945
80946,180946
80947,180947
80948,180948
80949,180949
80950,180950
80951,180951
80952,180952
80953,180953
80954,180954
80955,180955
80956,180956
80957,180957
80958,180958
80959,180959
80960,180960
80961,180961
80962,180962
80963,180963
80964,180964
80965,180965
80966,180966
80967,180967
80968,180968
80969,180969
80970,180970
80971,180971
80972,180972
80973,180973
80974,180974
80975,180975
80976,180976
80977,180977
80978,180978
80979,180979
80980,180980
80981,180981
80982,180982
80983,180983
80984,180984
80985,180985
80986,180986
80987,180987
80988,180988
80989,180989
80990,180990
80991,180991
80992,180992
80993,180993
80994,180994
80995,180995
80996,180996
80997,180997
80998,180998
80999,180999
81000,181000
81001,181001
81002,181002
81003,181003
81004,181004
81005,181005
81006,181006
81007,181007
81008,181008
81009,181009
81010,181010
81011,181011
81012,181012
81013,181013
81014,181014
81015,181015
81016,181016
81017,181017
81018,181018
81019,181019
81020,181020
81021,181021
81022,181022
81023,181023
81024,181024
81025,181025
81026,181026
81027,181027
81028,181028
81029,181029
81030,181030
81031,181031
81032,181032
81033,181033
81034,181034
81035,181035
81036,181036
81037,181037
81038,181038
81039,181039
81040,181040
81041,181041
81042,181042
81043,181043
81044,181044
81045,181045
81046,181046
81047,181047
81048,181048
81049,181049
81050,181050
81051,181051
81052,181052
81053,181053
81054,181054
81055,181055
81056,181056
81057,181057
81058,181058
81059,181059
81060,181060
81061,181061
81062,181062
81063,181063
81064,181064
81065,181065
81066,181066
81067,181067
81068,181068
81069,181069
81070,181070
81071,181071
81072,181072
81073,181073
81074,181074
81075,181075
81076,181076
81077,181077
81078,181078
81079,181079
81080,181080
81081,181081
81082,181082
81083,181083
81084,181084
81085,181085
81086,181086
81087,181087
81088,181088
81089,181089
81090,181090
81091,181091
81092,181092
81093,181093
81094,181094
81095,181095
81096,181096
81097,181097
81098,181098
81099,181099
81100,181100
81101,181101
81102,181102
81103,181103
81104,181104
81105,181105
81106,181106
81107,181107
81108,181108
81109,181109
81110,181110
81111,181111
81112,181112
81113,181113
81114,181114
81115,181115
81116,181116
81117,181117
81118,181118
81119,181119
81120,181120
81121,181121
81122,181122
81123,181123
81124,181124
81125,181125
81126,181126
81127,181127
81128,181128
81129,181129
81130,181130
81131,181131
81132,181132
81133,181133
81134,181134
81135,181135
81136,181136
81137,181137
81138,181138
81139,181139
81140,181140
81141,181141
81142,181142
81143,181143
81144,181144
81145,181145
81146,181146
81147,181147
81148,181148
81149,181149
81150,181150
81151,181151
81152,181152
81153,181153
81154,181154
81155,181155
81156,181156
81157,181157
81158,181158
81159,181159
81160,181160
81161,181161
81162,181162
81163,181163
81164,181164
81165,181165
81166,181166
81167,181167
81168,181168
81169,181169
81170,181170
81171,181171
81172,181172
81173,181173
81174,181174
81175,181175
81176,181176
81177,181177
81178,181178
81179,181179
81180,181180
81181,181181
81182,181182
81183,181183
81184,181184
81185,181185
81186,181186
81187,181187
81188,181188
81189,181189
81190,181190
81191,181191
81192,181192
81193,181193
81194,181194
81195,181195
81196,181196
81197,181197
81198,181198
81199,181199
81200,181200
81201,181201
81202,181202
81203,181203
81204,181204
81205,181205
81206,181206
81207,181207
81208,181208
81209,181209
81210,181210
81211,181211
81212,181212
81213,181213
81214,181214
81215,181215
81216,181216
81217,181217
81218,181218
81219,181219
81220,181220
81221,181221
81222,181222
81223,181223
81224,181224
81225,181225
81226,181226
81227,181227
81228,181228
81229,181229
81230,181230
81231,181231
81232,181232
81233,181233
81234,181234
81235,181235
81236,181236
81237,181237
81238,181238
81239,181239
81240,181240
81241,181241
81242,181242
81243,181243
81244,181244
81245,181245
81246,181246
81247,181247
81248,181248
81249,181249
81250,181250
81251,181251
81252,181252
81253,181253
81254,181254
81255,181255
81256,181256
81257,181257
81258,181258
81259,181259
81260,181260
81261,181261
81262,181262
81263,181263
81264,181264
81265,181265
81266,181266
81267,181267
81268,181268
81269,181269
81270,181270
81271,181271
81272,181272
81273,181273
81274,181274
81275,181275
81276,181276
81277,181277
81278,181278
81279,181279
81280,181280
81281,181281
81282,181282
81283,181283
81284,181284
81285,181285
81286,181286
81287,181287
81288,181288
81289,181289
81290,181290
81291,181291
81292,181292
81293,181293
81294,181294
81295,181295
81296,181296
81297,181297
81298,181298
81299,181299
81300,181300
81301,181301
81302,181302
81303,181303
81304,181304
81305,181305
81306,181306
81307,181307
81308,181308
81309,181309
81310,181310
81311,181311
81312,181312
81313,181313
81314,181314
81315,181315
81316,181316
81317,181317
81318,181318
81319,181319
81320,181320
81321,181321
81322,181322
81323,181323
81324,181324
81325,181325
81326,181326
81327,181327
81328,181328
81329,181329
81330,181330
81331,181331
81332,181332
81333,181333
81334,181334
81335,181335
81336,181336
81337,181337
81338,181338
81339,181339
81340,181340
81341,181341
81342,181342
81343,181343
81344,181344
81345,181345
81346,181346
81347,181347
81348,181348
81349,181349
81350,181350
81351,181351
81352,181352
81353,181353
81354,181354
81355,181355
81356,181356
81357,181357
81358,181358
81359,181359
81360,181360
81361,181361
81362,181362
81363,181363
81364,181364
81365,181365
81366,181366
81367,181367
81368,181368
81369,181369
81370,181370
81371,181371
81372,181372
81373,181373
81374,181374
81375,181375
81376,181376
81377,181377
81378,181378
81379,181379
81380,181380
81381,181381
81382,181382
81383,181383
81384,181384
81385,181385
81386,181386
81387,181387
81388,181388
81389,181389
81390,181390
81391,181391
81392,181392
81393,181393
81394,181394
81395,181395
81396,181396
81397,181397
81398,181398
81399,181399
81400,181400
81401,181401
81402,181402
81403,181403
81404,181404
81405,181405
81406,181406
81407,181407
81408,181408
81409,181409
81410,181410
81411,181411
81412,181412
81413,181413
81414,181414
81415,181415
81416,181416
81417,181417
81418,181418
81419,181419
81420,181420
81421,181421
81422,181422
81423,181423
81424,181424
81425,181425
81426,181426
81427,181427
81428,181428
81429,181429
81430,181430
81431,181431
81432,181432
81433,181433
81434,181434
81435,181435
81436,181436
81437,181437
81438,181438
81439,181439
81440,181440
81441,181441
81442,181442
81443,181443
81444,181444
81445,181445
81446,181446
81447,181447
81448,181448
81449,181449
81450,181450
81451,181451
81452,181452
81453,181453
81454,181454
81455,181455
81456,181456
81457,181457
81458,181458
81459,181459
81460,181460
81461,181461
81462,181462
81463,181463
81464,181464
81465,181465
81466,181466
81467,181467
81468,181468
81469,181469
81470,181470
81471,181471
81472,181472
81473,181473
81474,181474
81475,181475
81476,181476
81477,181477
81478,181478
81479,181479
81480,181480
81481,181481
81482,181482
81483,181483
81484,181484
81485,181485
81486,181486
81487,181487
81488,181488
81489,181489
81490,181490
81491,181491
81492,181492
81493,181493
81494,181494
81495,181495
81496,181496
81497,181497
81498,181498
81499,181499
81500,181500
81501,181501
81502,181502
81503,181503
81504,181504
81505,181505
81506,181506
81507,181507
81508,181508
81509,181509
81510,181510
81511,181511
81512,181512
81513,181513
81514,181514
81515,181515
81516,181516
81517,181517
81518,181518
81519,181519
81520,181520
81521,181521
81522,181522
81523,181523
81524,181524
81525,181525
81526,181526
81527,181527
81528,181528
81529,181529
81530,181530
81531,181531
81532,181532
81533,181533
81534,181534
81535,181535
81536,181536
81537,181537
81538,181538
81539,181539
81540,181540
81541,181541
81542,181542
81543,181543
81544,181544
81545,181545
81546,181546
81547,181547
81548,181548
81549,181549
81550,181550
81551,181551
81552,181552
81553,181553
81554,181554
81555,181555
81556,181556
81557,181557
81558,181558
81559,181559
81560,181560
81561,181561
81562,181562
81563,181563
81564,181564
81565,181565
81566,181566
81567,181567
81568,181568
81569,181569
81570,181570
81571,181571
81572,181572
81573,181573
81574,181574
81575,181575
81576,181576
81577,181577
81578,181578
81579,181579
81580,181580
81581,181581
81582,181582
81583,181583
81584,181584
81585,181585
81586,181586
81587,181587
81588,181588
81589,181589
81590,181590
81591,181591
81592,181592
81593,181593
81594,181594
81595,181595
81596,181596
81597,181597
81598,181598
81599,181599
81600,181600
81601,181601
81602,181602
81603,181603
81604,181604
81605,181605
81606,181606
81607,181607
81608,181608
81609,181609
81610,181610
81611,181611
81612,181612
81613,181613
81614,181614
81615,181615
81616,181616
81617,181617
81618,181618
81619,181619
81620,181620
81621,181621
81622,181622
81623,181623
81624,181624
81625,181625
81626,181626
81627,181627
81628,181628
81629,181629
81630,181630
81631,181631
81632,181632
81633,181633
81634,181634
81635,181635
81636,181636
81637,181637
81638,181638
81639,181639
81640,181640
81641,181641
81642,181642
81643,181643
81644,181644
81645,181645
81646,181646
81647,181647
81648,181648
81649,181649
81650,181650
81651,181651
81652,181652
81653,181653
81654,181654
81655,181655
81656,181656
81657,181657
81658,181658
81659,181659
81660,181660
81661,181661
81662,181662
81663,181663
81664,181664
81665,181665
81666,181666
81667,181667
81668,181668
81669,181669
81670,181670
81671,181671
81672,181672
81673,181673
81674,181674
81675,181675
81676,181676
81677,181677
81678,181678
81679,181679
81680,181680
81681,181681
81682,181682
81683,181683
81684,181684
81685,181685
81686,181686
81687,181687
81688,181688
81689,181689
81690,181690
81691,181691
81692,181692
81693,181693
81694,181694
81695,181695
81696,181696
81697,181697
81698,181698
81699,181699
81700,181700
81701,181701
81702,181702
81703,181703
81704,181704
81705,181705
81706,181706
81707,181707
81708,181708
81709,181709
81710,181710
81711,181711
81712,181712
81713,181713
81714,181714
81715,181715
81716,181716
81717,181717
81718,181718
81719,181719
81720,181720
81721,181721
81722,181722
81723,181723
81724,181724
81725,181725
81726,181726
81727,181727
81728,181728
81729,181729
81730,181730
81731,181731
81732,181732
81733,181733
81734,181734
81735,181735
81736,181736
81737,181737
81738,181738
81739,181739
81740,181740
81741,181741
81742,181742
81743,181743
81744,181744
81745,181745
81746,181746
81747,181747
81748,181748
81749,181749
81750,181750
81751,181751
81752,181752
81753,181753
81754,181754
81755,181755
81756,181756
81757,181757
81758,181758
81759,181759
81760,181760
81761,181761
81762,181762
81763,181763
81764,181764
81765,181765
81766,181766
81767,181767
81768,181768
81769,181769
81770,181770
81771,181771
81772,181772
81773,181773
81774,181774
81775,181775
81776,181776
81777,181777
81778,181778
81779,181779
81780,181780
81781,181781
81782,181782
81783,181783
81784,181784
81785,181785
81786,181786
81787,181787
81788,181788
81789,181789
81790,181790
81791,181791
81792,181792
81793,181793
81794,181794
81795,181795
81796,181796
81797,181797
81798,181798
81799,181799
81800,181800
81801,181801
81802,181802
81803,181803
81804,181804
81805,181805
81806,181806
81807,181807
81808,181808
81809,181809
81810,181810
81811,181811
81812,181812
81813,181813
81814,181814
81815,181815
81816,181816
81817,181817
81818,181818
81819,181819
81820,181820
81821,181821
81822,181822
81823,181823
81824,181824
81825,181825
81826,181826
81827,181827
81828,181828
81829,181829
81830,181830
81831,181831
81832,181832
81833,181833
81834,181834
81835,181835
81836,181836
81837,181837
81838,181838
81839,181839
81840,181840
81841,181841
81842,181842
81843,181843
81844,181844
81845,181845
81846,181846
81847,181847
81848,181848
81849,181849
81850,181850
81851,181851
81852,181852
81853,181853
81854,181854
81855,181855
81856,181856
81857,181857
81858,181858
81859,181859
81860,181860
81861,181861
81862,181862
81863,181863
81864,181864
81865,181865
81866,181866
81867,181867
81868,181868
81869,181869
81870,181870
81871,181871
81872,181872
81873,181873
81874,181874
81875,181875
81876,181876
81877,181877
81878,181878
81879,181879
81880,181880
81881,181881
81882,181882
81883,181883
81884,181884
81885,181885
81886,181886
81887,181887
81888,181888
81889,181889
81890,181890
81891,181891
81892,181892
81893,181893
81894,181894
81895,181895
81896,181896
81897,181897
81898,181898
81899,181899
81900,181900
81901,181901
81902,181902
81903,181903
81904,181904
81905,181905
81906,181906
81907,181907
81908,181908
81909,181909
81910,181910
81911,181911
81912,181912
81913,181913
81914,181914
81915,181915
81916,181916
81917,181917
81918,181918
81919,181919
81920,181920
81921,181921
81922,181922
81923,181923
81924,181924
81925,181925
81926,181926
81927,181927
81928,181928
81929,181929
81930,181930
81931,181931
81932,181932
81933,181933
81934,181934
81935,181935
81936,181936
81937,181937
81938,181938
81939,181939
81940,181940
81941,181941
81942,181942
81943,181943
81944,181944
81945,181945
81946,181946
81947,181947
81948,181948
81949,181949
81950,181950
81951,181951
81952,181952
81953,181953
81954,181954
81955,181955
81956,181956
81957,181957
81958,181958
81959,181959
81960,181960
81961,181961
81962,181962
81963,181963
81964,181964
81965,181965
81966,181966
81967,181967
81968,181968
81969,181969
81970,181970
81971,181971
81972,181972
81973,181973
81974,181974
81975,181975
81976,181976
81977,181977
81978,181978
81979,181979
81980,181980
81981,181981
81982,181982
81983,181983
81984,181984
81985,181985
81986,181986
81987,181987
81988,181988
81989,181989
81990,181990
81991,181991
81992,181992
81993,181993
81994,181994
81995,181995
81996,181996
81997,181997
81998,181998
81999,181999
82000,182000
82001,182001
82002,182002
82003,182003
82004,182004
82005,182005
82006,182006
82007,182007
82008,182008
82009,182009
82010,182010
82011,182011
82012,182012
82013,182013
82014,182014
82015,182015
82016,182016
82017,182017
82018,182018
82019,182019
82020,182020
82021,182021
82022,182022
82023,182023
82024,182024
82025,182025
82026,182026
82027,182027
82028,182028
82029,182029
82030,182030
82031,182031
82032,182032
82033,182033
82034,182034
82035,182035
82036,182036
82037,182037
82038,182038
82039,182039
82040,182040
82041,182041
82042,182042
82043,182043
82044,182044
82045,182045
82046,182046
82047,182047
82048,182048
82049,182049
82050,182050
82051,182051
82052,182052
82053,182053
82054,182054
82055,182055
82056,182056
82057,182057
82058,182058
82059,182059
82060,182060
82061,182061
82062,182062
82063,182063
82064,182064
82065,182065
82066,182066
82067,182067
82068,182068
82069,182069
82070,182070
82071,182071
82072,182072
82073,182073
82074,182074
82075,182075
82076,182076
82077,182077
82078,182078
82079,182079
82080,182080
82081,182081
82082,182082
82083,182083
82084,182084
82085,182085
82086,182086
82087,182087
82088,182088
82089,182089
82090,182090
82091,182091
82092,182092
82093,182093
82094,182094
82095,182095
82096,182096
82097,182097
82098,182098
82099,182099
82100,182100
82101,182101
82102,182102
82103,182103
82104,182104
82105,182105
82106,182106
82107,182107
82108,182108
82109,182109
82110,182110
82111,182111
82112,182112
82113,182113
82114,182114
82115,182115
82116,182116
82117,182117
82118,182118
82119,182119
82120,182120
82121,182121
82122,182122
82123,182123
82124,182124
82125,182125
82126,182126
82127,182127
82128,182128
82129,182129
82130,182130
82131,182131
82132,182132
82133,182133
82134,182134
82135,182135
82136,182136
82137,182137
82138,182138
82139,182139
82140,182140
82141,182141
82142,182142
82143,182143
82144,182144
82145,182145
82146,182146
82147,182147
82148,182148
82149,182149
82150,182150
82151,182151
82152,182152
82153,182153
82154,182154
82155,182155
82156,182156
82157,182157
82158,182158
82159,182159
82160,182160
82161,182161
82162,182162
82163,182163
82164,182164
82165,182165
82166,182166
82167,182167
82168,182168
82169,182169
82170,182170
82171,182171
82172,182172
82173,182173
82174,182174
82175,182175
82176,182176
82177,182177
82178,182178
82179,182179
82180,182180
82181,182181
82182,182182
82183,182183
82184,182184
82185,182185
82186,182186
82187,182187
82188,182188
82189,182189
82190,182190
82191,182191
82192,182192
82193,182193
82194,182194
82195,182195
82196,182196
82197,182197
82198,182198
82199,182199
82200,182200
82201,182201
82202,182202
82203,182203
82204,182204
82205,182205
82206,182206
82207,182207
82208,182208
82209,182209
82210,182210
82211,182211
82212,182212
82213,182213
82214,182214
82215,182215
82216,182216
82217,182217
82218,182218
82219,182219
82220,182220
82221,182221
82222,182222
82223,182223
82224,182224
82225,182225
82226,182226
82227,182227
82228,182228
82229,182229
82230,182230
82231,182231
82232,182232
82233,182233
82234,182234
82235,182235
82236,182236
82237,182237
82238,182238
82239,182239
82240,182240
82241,182241
82242,182242
82243,182243
82244,182244
82245,182245
82246,182246
82247,182247
82248,182248
82249,182249
82250,182250
82251,182251
82252,182252
82253,182253
82254,182254
82255,182255
82256,182256
82257,182257
82258,182258
82259,182259
82260,182260
82261,182261
82262,182262
82263,182263
82264,182264
82265,182265
82266,182266
82267,182267
82268,182268
82269,182269
82270,182270
82271,182271
82272,182272
82273,182273
82274,182274
82275,182275
82276,182276
82277,182277
82278,182278
82279,182279
82280,182280
82281,182281
82282,182282
82283,182283
82284,182284
82285,182285
82286,182286
82287,182287
82288,182288
82289,182289
82290,182290
82291,182291
82292,182292
82293,182293
82294,182294
82295,182295
82296,182296
82297,182297
82298,182298
82299,182299
82300,182300
82301,182301
82302,182302
82303,182303
82304,182304
82305,182305
82306,182306
82307,182307
82308,182308
82309,182309
82310,182310
82311,182311
82312,182312
82313,182313
82314,182314
82315,182315
82316,182316
82317,182317
82318,182318
82319,182319
82320,182320
82321,182321
82322,182322
82323,182323
82324,182324
82325,182325
82326,182326
82327,182327
82328,182328
82329,182329
82330,182330
