coluna1,coluna2
40911,140911
40912,140912
40913,140913
40914,140914
40915,140915
40916,140916
40917,140917
40918,140918
40919,140919
40920,140920
40921,140921
40922,140922
40923,140923
40924,140924
40925,140925
40926,140926
40927,140927
40928,140928
40929,140929
40930,140930
40931,140931
40932,140932
40933,140933
40934,140934
40935,140935
40936,140936
40937,140937
40938,140938
40939,140939
40940,140940
40941,140941
40942,140942
40943,140943
40944,140944
40945,140945
40946,140946
40947,140947
40948,140948
40949,140949
40950,140950
40951,140951
40952,140952
40953,140953
40954,140954
40955,140955
40956,140956
40957,140957
40958,140958
40959,140959
40960,140960
40961,140961
40962,140962
40963,140963
40964,140964
40965,140965
40966,140966
40967,140967
40968,140968
40969,140969
40970,140970
40971,140971
40972,140972
40973,140973
40974,140974
40975,140975
40976,140976
40977,140977
40978,140978
40979,140979
40980,140980
40981,140981
40982,140982
40983,140983
40984,140984
40985,140985
40986,140986
40987,140987
40988,140988
40989,140989
40990,140990
40991,140991
40992,140992
40993,140993
40994,140994
40995,140995
40996,140996
40997,140997
40998,140998
40999,140999
41000,141000
41001,141001
41002,141002
41003,141003
41004,141004
41005,141005
41006,141006
41007,141007
41008,141008
41009,141009
41010,141010
41011,141011
41012,141012
41013,141013
41014,141014
41015,141015
41016,141016
41017,141017
41018,141018
41019,141019
41020,141020
41021,141021
41022,141022
41023,141023
41024,141024
41025,141025
41026,141026
41027,141027
41028,141028
41029,141029
41030,141030
41031,141031
41032,141032
41033,141033
41034,141034
41035,141035
41036,141036
41037,141037
41038,141038
41039,141039
41040,141040
41041,141041
41042,141042
41043,141043
41044,141044
41045,141045
41046,141046
41047,141047
41048,141048
41049,141049
41050,141050
41051,141051
41052,141052
41053,141053
41054,141054
41055,141055
41056,141056
41057,141057
41058,141058
41059,141059
41060,141060
41061,141061
41062,141062
41063,141063
41064,141064
41065,141065
41066,141066
41067,141067
41068,141068
41069,141069
41070,141070
41071,141071
41072,141072
41073,141073
41074,141074
41075,141075
41076,141076
41077,141077
41078,141078
41079,141079
41080,141080
41081,141081
41082,141082
41083,141083
41084,141084
41085,141085
41086,141086
41087,141087
41088,141088
41089,141089
41090,141090
41091,141091
41092,141092
41093,141093
41094,141094
41095,141095
41096,141096
41097,141097
41098,141098
41099,141099
41100,141100
41101,141101
41102,141102
41103,141103
41104,141104
41105,141105
41106,141106
41107,141107
41108,141108
41109,141109
41110,141110
41111,141111
41112,141112
41113,141113
41114,141114
41115,141115
41116,141116
41117,141117
41118,141118
41119,141119
41120,141120
41121,141121
41122,141122
41123,141123
41124,141124
41125,141125
41126,141126
41127,141127
41128,141128
41129,141129
41130,141130
41131,141131
41132,141132
41133,141133
41134,141134
41135,141135
41136,141136
41137,141137
41138,141138
41139,141139
41140,141140
41141,141141
41142,141142
41143,141143
41144,141144
41145,141145
41146,141146
41147,141147
41148,141148
41149,141149
41150,141150
41151,141151
41152,141152
41153,141153
41154,141154
41155,141155
41156,141156
41157,141157
41158,141158
41159,141159
41160,141160
41161,141161
41162,141162
41163,141163
41164,141164
41165,141165
41166,141166
41167,141167
41168,141168
41169,141169
41170,141170
41171,141171
41172,141172
41173,141173
41174,141174
41175,141175
41176,141176
41177,141177
41178,141178
41179,141179
41180,141180
41181,141181
41182,141182
41183,141183
41184,141184
41185,141185
41186,141186
41187,141187
41188,141188
41189,141189
41190,141190
41191,141191
41192,141192
41193,141193
41194,141194
41195,141195
41196,141196
41197,141197
41198,141198
41199,141199
41200,141200
41201,141201
41202,141202
41203,141203
41204,141204
41205,141205
41206,141206
41207,141207
41208,141208
41209,141209
41210,141210
41211,141211
41212,141212
41213,141213
41214,141214
41215,141215
41216,141216
41217,141217
41218,141218
41219,141219
41220,141220
41221,141221
41222,141222
41223,141223
41224,141224
41225,141225
41226,141226
41227,141227
41228,141228
41229,141229
41230,141230
41231,141231
41232,141232
41233,141233
41234,141234
41235,141235
41236,141236
41237,141237
41238,141238
41239,141239
41240,141240
41241,141241
41242,141242
41243,141243
41244,141244
41245,141245
41246,141246
41247,141247
41248,141248
41249,141249
41250,141250
41251,141251
41252,141252
41253,141253
41254,141254
41255,141255
41256,141256
41257,141257
41258,141258
41259,141259
41260,141260
41261,141261
41262,141262
41263,141263
41264,141264
41265,141265
41266,141266
41267,141267
41268,141268
41269,141269
41270,141270
41271,141271
41272,141272
41273,141273
41274,141274
41275,141275
41276,141276
41277,141277
41278,141278
41279,141279
41280,141280
41281,141281
41282,141282
41283,141283
41284,141284
41285,141285
41286,141286
41287,141287
41288,141288
41289,141289
41290,141290
41291,141291
41292,141292
41293,141293
41294,141294
41295,141295
41296,141296
41297,141297
41298,141298
41299,141299
41300,141300
41301,141301
41302,141302
41303,141303
41304,141304
41305,141305
41306,141306
41307,141307
41308,141308
41309,141309
41310,141310
41311,141311
41312,141312
41313,141313
41314,141314
41315,141315
41316,141316
41317,141317
41318,141318
41319,141319
41320,141320
41321,141321
41322,141322
41323,141323
41324,141324
41325,141325
41326,141326
41327,141327
41328,141328
41329,141329
41330,141330
41331,141331
41332,141332
41333,141333
41334,141334
41335,141335
41336,141336
41337,141337
41338,141338
41339,141339
41340,141340
41341,141341
41342,141342
41343,141343
41344,141344
41345,141345
41346,141346
41347,141347
41348,141348
41349,141349
41350,141350
41351,141351
41352,141352
41353,141353
41354,141354
41355,141355
41356,141356
41357,141357
41358,141358
41359,141359
41360,141360
41361,141361
41362,141362
41363,141363
41364,141364
41365,141365
41366,141366
41367,141367
41368,141368
41369,141369
41370,141370
41371,141371
41372,141372
41373,141373
41374,141374
41375,141375
41376,141376
41377,141377
41378,141378
41379,141379
41380,141380
41381,141381
41382,141382
41383,141383
41384,141384
41385,141385
41386,141386
41387,141387
41388,141388
41389,141389
41390,141390
41391,141391
41392,141392
41393,141393
41394,141394
41395,141395
41396,141396
41397,141397
41398,141398
41399,141399
41400,141400
41401,141401
41402,141402
41403,141403
41404,141404
41405,141405
41406,141406
41407,141407
41408,141408
41409,141409
41410,141410
41411,141411
41412,141412
41413,141413
41414,141414
41415,141415
41416,141416
41417,141417
41418,141418
41419,141419
41420,141420
41421,141421
41422,141422
41423,141423
41424,141424
41425,141425
41426,141426
41427,141427
41428,141428
41429,141429
41430,141430
41431,141431
41432,141432
41433,141433
41434,141434
41435,141435
41436,141436
41437,141437
41438,141438
41439,141439
41440,141440
41441,141441
41442,141442
41443,141443
41444,141444
41445,141445
41446,141446
41447,141447
41448,141448
41449,141449
41450,141450
41451,141451
41452,141452
41453,141453
41454,141454
41455,141455
41456,141456
41457,141457
41458,141458
41459,141459
41460,141460
41461,141461
41462,141462
41463,141463
41464,141464
41465,141465
41466,141466
41467,141467
41468,141468
41469,141469
41470,141470
41471,141471
41472,141472
41473,141473
41474,141474
41475,141475
41476,141476
41477,141477
41478,141478
41479,141479
41480,141480
41481,141481
41482,141482
41483,141483
41484,141484
41485,141485
41486,141486
41487,141487
41488,141488
41489,141489
41490,141490
41491,141491
41492,141492
41493,141493
41494,141494
41495,141495
41496,141496
41497,141497
41498,141498
41499,141499
41500,141500
41501,141501
41502,141502
41503,141503
41504,141504
41505,141505
41506,141506
41507,141507
41508,141508
41509,141509
41510,141510
41511,141511
41512,141512
41513,141513
41514,141514
41515,141515
41516,141516
41517,141517
41518,141518
41519,141519
41520,141520
41521,141521
41522,141522
41523,141523
41524,141524
41525,141525
41526,141526
41527,141527
41528,141528
41529,141529
41530,141530
41531,141531
41532,141532
41533,141533
41534,141534
41535,141535
41536,141536
41537,141537
41538,141538
41539,141539
41540,141540
41541,141541
41542,141542
41543,141543
41544,141544
41545,141545
41546,141546
41547,141547
41548,141548
41549,141549
41550,141550
41551,141551
41552,141552
41553,141553
41554,141554
41555,141555
41556,141556
41557,141557
41558,141558
41559,141559
41560,141560
41561,141561
41562,141562
41563,141563
41564,141564
41565,141565
41566,141566
41567,141567
41568,141568
41569,141569
41570,141570
41571,141571
41572,141572
41573,141573
41574,141574
41575,141575
41576,141576
41577,141577
41578,141578
41579,141579
41580,141580
41581,141581
41582,141582
41583,141583
41584,141584
41585,141585
41586,141586
41587,141587
41588,141588
41589,141589
41590,141590
41591,141591
41592,141592
41593,141593
41594,141594
41595,141595
41596,141596
41597,141597
41598,141598
41599,141599
41600,141600
41601,141601
41602,141602
41603,141603
41604,141604
41605,141605
41606,141606
41607,141607
41608,141608
41609,141609
41610,141610
41611,141611
41612,141612
41613,141613
41614,141614
41615,141615
41616,141616
41617,141617
41618,141618
41619,141619
41620,141620
41621,141621
41622,141622
41623,141623
41624,141624
41625,141625
41626,141626
41627,141627
41628,141628
41629,141629
41630,141630
41631,141631
41632,141632
41633,141633
41634,141634
41635,141635
41636,141636
41637,141637
41638,141638
41639,141639
41640,141640
41641,141641
41642,141642
41643,141643
41644,141644
41645,141645
41646,141646
41647,141647
41648,141648
41649,141649
41650,141650
41651,141651
41652,141652
41653,141653
41654,141654
41655,141655
41656,141656
41657,141657
41658,141658
41659,141659
41660,141660
41661,141661
41662,141662
41663,141663
41664,141664
41665,141665
41666,141666
41667,141667
41668,141668
41669,141669
41670,141670
41671,141671
41672,141672
41673,141673
41674,141674
41675,141675
41676,141676
41677,141677
41678,141678
41679,141679
41680,141680
41681,141681
41682,141682
41683,141683
41684,141684
41685,141685
41686,141686
41687,141687
41688,141688
41689,141689
41690,141690
41691,141691
41692,141692
41693,141693
41694,141694
41695,141695
41696,141696
41697,141697
41698,141698
41699,141699
41700,141700
41701,141701
41702,141702
41703,141703
41704,141704
41705,141705
41706,141706
41707,141707
41708,141708
41709,141709
41710,141710
41711,141711
41712,141712
41713,141713
41714,141714
41715,141715
41716,141716
41717,141717
41718,141718
41719,141719
41720,141720
41721,141721
41722,141722
41723,141723
41724,141724
41725,141725
41726,141726
41727,141727
41728,141728
41729,141729
41730,141730
41731,141731
41732,141732
41733,141733
41734,141734
41735,141735
41736,141736
41737,141737
41738,141738
41739,141739
41740,141740
41741,141741
41742,141742
41743,141743
41744,141744
41745,141745
41746,141746
41747,141747
41748,141748
41749,141749
41750,141750
41751,141751
41752,141752
41753,141753
41754,141754
41755,141755
41756,141756
41757,141757
41758,141758
41759,141759
41760,141760
41761,141761
41762,141762
41763,141763
41764,141764
41765,141765
41766,141766
41767,141767
41768,141768
41769,141769
41770,141770
41771,141771
41772,141772
41773,141773
41774,141774
41775,141775
41776,141776
41777,141777
41778,141778
41779,141779
41780,141780
41781,141781
41782,141782
41783,141783
41784,141784
41785,141785
41786,141786
41787,141787
41788,141788
41789,141789
41790,141790
41791,141791
41792,141792
41793,141793
41794,141794
41795,141795
41796,141796
41797,141797
41798,141798
41799,141799
41800,141800
41801,141801
41802,141802
41803,141803
41804,141804
41805,141805
41806,141806
41807,141807
41808,141808
41809,141809
41810,141810
41811,141811
41812,141812
41813,141813
41814,141814
41815,141815
41816,141816
41817,141817
41818,141818
41819,141819
41820,141820
41821,141821
41822,141822
41823,141823
41824,141824
41825,141825
41826,141826
41827,141827
41828,141828
41829,141829
41830,141830
41831,141831
41832,141832
41833,141833
41834,141834
41835,141835
41836,141836
41837,141837
41838,141838
41839,141839
41840,141840
41841,141841
41842,141842
41843,141843
41844,141844
41845,141845
41846,141846
41847,141847
41848,141848
41849,141849
41850,141850
41851,141851
41852,141852
41853,141853
41854,141854
41855,141855
41856,141856
41857,141857
41858,141858
41859,141859
41860,141860
41861,141861
41862,141862
41863,141863
41864,141864
41865,141865
41866,141866
41867,141867
41868,141868
41869,141869
41870,141870
41871,141871
41872,141872
41873,141873
41874,141874
41875,141875
41876,141876
41877,141877
41878,141878
41879,141879
41880,141880
41881,141881
41882,141882
41883,141883
41884,141884
41885,141885
41886,141886
41887,141887
41888,141888
41889,141889
41890,141890
41891,141891
41892,141892
41893,141893
41894,141894
41895,141895
41896,141896
41897,141897
41898,141898
41899,141899
41900,141900
41901,141901
41902,141902
41903,141903
41904,141904
41905,141905
41906,141906
41907,141907
41908,141908
41909,141909
41910,141910
41911,141911
41912,141912
41913,141913
41914,141914
41915,141915
41916,141916
41917,141917
41918,141918
41919,141919
41920,141920
41921,141921
41922,141922
41923,141923
41924,141924
41925,141925
41926,141926
41927,141927
41928,141928
41929,141929
41930,141930
41931,141931
41932,141932
41933,141933
41934,141934
41935,141935
41936,141936
41937,141937
41938,141938
41939,141939
41940,141940
41941,141941
41942,141942
41943,141943
41944,141944
41945,141945
41946,141946
41947,141947
41948,141948
41949,141949
41950,141950
41951,141951
41952,141952
41953,141953
41954,141954
41955,141955
41956,141956
41957,141957
41958,141958
41959,141959
41960,141960
41961,141961
41962,141962
41963,141963
41964,141964
41965,141965
41966,141966
41967,141967
41968,141968
41969,141969
41970,141970
41971,141971
41972,141972
41973,141973
41974,141974
41975,141975
41976,141976
41977,141977
41978,141978
41979,141979
41980,141980
41981,141981
41982,141982
41983,141983
41984,141984
41985,141985
41986,141986
41987,141987
41988,141988
41989,141989
41990,141990
41991,141991
41992,141992
41993,141993
41994,141994
41995,141995
41996,141996
41997,141997
41998,141998
41999,141999
42000,142000
42001,142001
42002,142002
42003,142003
42004,142004
42005,142005
42006,142006
42007,142007
42008,142008
42009,142009
42010,142010
42011,142011
42012,142012
42013,142013
42014,142014
42015,142015
42016,142016
42017,142017
42018,142018
42019,142019
42020,142020
42021,142021
42022,142022
42023,142023
42024,142024
42025,142025
42026,142026
42027,142027
42028,142028
42029,142029
42030,142030
42031,142031
42032,142032
42033,142033
42034,142034
42035,142035
42036,142036
42037,142037
42038,142038
42039,142039
42040,142040
42041,142041
42042,142042
42043,142043
42044,142044
42045,142045
42046,142046
42047,142047
42048,142048
42049,142049
42050,142050
42051,142051
42052,142052
42053,142053
42054,142054
42055,142055
42056,142056
42057,142057
42058,142058
42059,142059
42060,142060
42061,142061
42062,142062
42063,142063
42064,142064
42065,142065
42066,142066
42067,142067
42068,142068
42069,142069
42070,142070
42071,142071
42072,142072
42073,142073
42074,142074
42075,142075
42076,142076
42077,142077
42078,142078
42079,142079
42080,142080
42081,142081
42082,142082
42083,142083
42084,142084
42085,142085
42086,142086
42087,142087
42088,142088
42089,142089
42090,142090
42091,142091
42092,142092
42093,142093
42094,142094
42095,142095
42096,142096
42097,142097
42098,142098
42099,142099
42100,142100
42101,142101
42102,142102
42103,142103
42104,142104
42105,142105
42106,142106
42107,142107
42108,142108
42109,142109
42110,142110
42111,142111
42112,142112
42113,142113
42114,142114
42115,142115
42116,142116
42117,142117
42118,142118
42119,142119
42120,142120
42121,142121
42122,142122
42123,142123
42124,142124
42125,142125
42126,142126
42127,142127
42128,142128
42129,142129
42130,142130
42131,142131
42132,142132
42133,142133
42134,142134
42135,142135
42136,142136
42137,142137
42138,142138
42139,142139
42140,142140
42141,142141
42142,142142
42143,142143
42144,142144
42145,142145
42146,142146
42147,142147
42148,142148
42149,142149
42150,142150
42151,142151
42152,142152
42153,142153
42154,142154
42155,142155
42156,142156
42157,142157
42158,142158
42159,142159
42160,142160
42161,142161
42162,142162
42163,142163
42164,142164
42165,142165
42166,142166
42167,142167
42168,142168
42169,142169
42170,142170
42171,142171
42172,142172
42173,142173
42174,142174
42175,142175
42176,142176
42177,142177
42178,142178
42179,142179
42180,142180
42181,142181
42182,142182
42183,142183
42184,142184
42185,142185
42186,142186
42187,142187
42188,142188
42189,142189
42190,142190
42191,142191
42192,142192
42193,142193
42194,142194
42195,142195
42196,142196
42197,142197
42198,142198
42199,142199
42200,142200
42201,142201
42202,142202
42203,142203
42204,142204
42205,142205
42206,142206
42207,142207
42208,142208
42209,142209
42210,142210
42211,142211
42212,142212
42213,142213
42214,142214
42215,142215
42216,142216
42217,142217
42218,142218
42219,142219
42220,142220
42221,142221
42222,142222
42223,142223
42224,142224
42225,142225
42226,142226
42227,142227
42228,142228
42229,142229
42230,142230
42231,142231
42232,142232
42233,142233
42234,142234
42235,142235
42236,142236
42237,142237
42238,142238
42239,142239
42240,142240
42241,142241
42242,142242
42243,142243
42244,142244
42245,142245
42246,142246
42247,142247
42248,142248
42249,142249
42250,142250
42251,142251
42252,142252
42253,142253
42254,142254
42255,142255
42256,142256
42257,142257
42258,142258
42259,142259
42260,142260
42261,142261
42262,142262
42263,142263
42264,142264
42265,142265
42266,142266
42267,142267
42268,142268
42269,142269
42270,142270
42271,142271
42272,142272
42273,142273
42274,142274
42275,142275
42276,142276
42277,142277
42278,142278
42279,142279
42280,142280
42281,142281
42282,142282
42283,142283
42284,142284
42285,142285
42286,142286
42287,142287
42288,142288
42289,142289
42290,142290
42291,142291
42292,142292
42293,142293
42294,142294
42295,142295
42296,142296
42297,142297
42298,142298
42299,142299
42300,142300
42301,142301
42302,142302
42303,142303
42304,142304
42305,142305
42306,142306
42307,142307
42308,142308
42309,142309
42310,142310
42311,142311
42312,142312
42313,142313
42314,142314
42315,142315
42316,142316
42317,142317
42318,142318
42319,142319
42320,142320
42321,142321
42322,142322
42323,142323
42324,142324
42325,142325
42326,142326
42327,142327
42328,142328
42329,142329
42330,142330
